face_card,blind_card,total,удфча_нуль,удфча_один,добыча,еда
6,4,20,10,3,13,-1,gone
5,3,16,2,8,10,-1,gone
9,10,19,2,10,12,-1,gone
5,9,24,8,7,15,1,bread
10,7,17,10,5,15,-1,gone
7,11,18,10,4,14,-1,gone
3,7,15,10,8,18,1,bread
3,4,23,7,4,11,1,bread
5,10,20,7,8,15,-1,gone
10,11,29,5,7,12,1,bread
2,10,19,4,10,14,-1,gone
10,10,20,11,10,21,1,bread
3,3,18,7,10,17,-1,gone
5,10,19,10,10,20,1,bread
11,10,25,8,11,19,1,bread
10,4,19,3,4,13,-1,gone
10,5,20,2,8,10,-1,gone
3,3,14,8,10,18,1,bread
9,4,24,10,10,20,1,bread
3,5,18,2,2,11,-1,gone
3,8,21,10,9,19,-1,gone
5,10,24,9,10,19,1,bread
8,3,18,5,5,10,-1,gone
10,10,20,2,10,12,-1,gone
5,11,26,4,9,13,1,bread
10,4,18,2,10,12,-1,gone
9,10,19,10,10,20,1,bread
11,11,32,5,10,15,1,bread
6,5,21,8,4,12,1,bread
10,10,20,3,5,11,-1,gone
5,4,20,10,10,20,0,fight
10,9,19,10,6,16,-1,gone
4,10,24,2,11,13,1,bread
9,10,19,10,3,13,-1,gone
2,11,23,10,10,20,1,bread
7,9,26,10,10,20,1,bread
10,3,20,9,3,12,-1,gone
6,11,17,10,4,14,-1,gone
9,10,19,10,6,16,-1,gone
9,3,21,5,10,15,-1,gone
5,9,22,7,2,17,1,bread
6,5,20,4,2,12,-1,gone
6,2,20,3,5,18,-1,gone
9,10,19,2,11,13,-1,gone
10,5,20,2,9,11,-1,gone
5,10,23,4,5,19,1,bread
6,11,17,10,4,14,-1,gone
6,2,17,11,10,21,1,bread
10,6,21,10,10,20,1,bread
11,10,23,10,7,17,1,bread
10,2,22,8,6,14,1,bread
3,6,26,4,2,16,1,bread
10,3,17,8,4,12,-1,gone
3,5,26,10,10,20,1,bread
10,9,19,10,7,17,-1,gone
6,10,26,11,10,21,1,bread
10,5,20,10,9,19,-1,gone
3,10,24,10,9,19,1,bread
11,7,18,4,9,13,-1,gone
5,4,25,10,10,20,1,bread
6,2,18,5,11,16,-1,gone
6,11,17,4,6,10,-1,gone
7,10,17,3,11,14,-1,gone
10,7,17,4,10,14,-1,gone
11,3,24,4,11,15,1,bread
10,11,29,9,4,13,1,bread
10,10,20,7,3,10,-1,gone
7,8,24,7,5,12,1,bread
8,10,18,5,10,15,-1,gone
6,10,19,10,10,20,1,bread
4,11,17,3,6,15,-1,gone
11,9,20,11,5,16,-1,gone
9,10,19,11,2,13,-1,gone
4,10,24,5,4,19,1,bread
7,3,22,10,5,15,1,bread
4,10,22,3,9,12,1,bread
6,9,25,10,3,13,1,bread
8,4,22,10,10,20,1,bread
9,9,18,5,10,15,-1,gone
10,8,18,9,7,16,-1,gone
10,10,20,2,7,14,-1,gone
5,9,17,11,2,13,-1,gone
10,4,24,7,4,11,1,bread
9,10,19,10,2,12,-1,gone
7,5,25,10,5,15,1,bread
5,9,24,9,8,17,1,bread
4,3,17,3,8,11,-1,gone
4,2,20,5,5,10,-1,gone
10,6,25,4,8,12,1,bread
10,7,17,7,10,17,0,fight
9,4,17,4,9,13,-1,gone
6,10,26,10,9,19,1,bread
8,2,21,4,7,11,1,bread
10,6,26,2,9,11,1,bread
3,10,23,4,5,14,1,bread
10,5,20,4,4,18,-1,gone
8,4,26,2,10,12,1,bread
8,10,18,8,10,18,0,fight
7,10,17,6,10,16,-1,gone
8,3,18,10,3,13,-1,gone
10,10,20,3,3,11,-1,gone
10,3,23,10,10,20,1,bread
9,9,18,10,8,18,0,fight
11,4,21,7,5,12,0,fight
4,10,27,10,5,15,1,bread
2,10,22,7,10,17,1,bread
3,5,20,10,2,12,-1,gone
10,4,22,8,7,15,1,bread
3,8,23,10,8,18,1,bread
8,3,20,10,5,15,-1,gone
10,10,20,10,10,20,0,fight
4,7,18,5,10,15,-1,gone
10,10,20,10,7,17,-1,gone
2,10,18,8,6,14,-1,gone
10,10,20,6,10,16,-1,gone
10,10,20,5,6,11,-1,gone
10,3,23,10,7,17,1,bread
10,11,29,3,9,12,1,bread
6,11,17,10,10,20,1,bread
7,10,17,6,4,10,-1,gone
3,5,17,4,4,18,1,bread
8,4,17,3,4,12,-1,gone
10,4,18,9,9,18,0,fight
8,2,19,8,8,16,-1,gone
7,6,17,9,7,16,-1,gone
4,4,17,10,7,17,0,fight
11,6,17,7,10,17,0,fight
10,10,20,6,10,16,-1,gone
4,6,16,10,7,17,1,bread
8,10,18,5,9,14,-1,gone
9,9,18,6,10,16,-1,gone
10,11,29,2,4,10,1,bread
3,6,19,2,2,11,-1,gone
10,6,24,8,8,16,1,bread
8,5,26,10,10,20,1,bread
11,10,27,10,9,19,1,bread
4,10,24,3,10,13,1,bread
10,4,18,8,10,18,0,fight
7,10,17,6,8,14,-1,gone
11,9,20,11,4,15,-1,gone
2,3,20,10,8,18,-1,gone
6,10,26,4,6,10,1,bread
7,2,22,10,10,20,1,bread
11,2,22,4,5,19,1,bread
8,10,18,2,5,13,-1,gone
4,5,25,10,2,12,1,bread
3,10,23,10,10,20,1,bread
5,10,24,8,10,18,1,bread
6,7,23,4,6,10,1,bread
8,4,20,5,7,12,-1,gone
11,9,20,5,10,15,-1,gone
11,9,20,8,9,17,-1,gone
6,4,17,10,11,21,1,bread
3,9,22,3,10,13,1,bread
8,8,26,9,6,15,1,bread
10,2,23,10,4,14,1,bread
5,6,21,11,6,17,1,bread
3,7,20,10,5,15,-1,gone
6,10,18,9,6,15,-1,gone
6,4,20,7,7,14,-1,gone
7,10,17,5,10,15,-1,gone
10,2,22,10,2,12,1,bread
5,9,23,7,5,12,1,bread
6,10,26,9,5,14,1,bread
10,6,24,11,10,21,1,bread
11,2,17,10,10,20,1,bread
2,10,26,9,3,12,1,bread
10,9,19,2,10,12,-1,gone
10,5,20,11,3,14,-1,gone
3,4,12,5,5,10,-1,gone
6,10,26,7,5,12,1,bread
9,10,19,10,10,20,1,bread
5,10,23,10,5,15,1,bread
10,7,17,10,10,20,1,bread
7,9,20,11,6,17,-1,gone
10,7,17,10,3,13,-1,gone
6,6,21,4,10,14,-1,gone
10,10,20,10,10,20,0,fight
7,9,23,6,10,16,1,bread
5,3,16,10,5,15,1,bread
6,10,25,5,8,13,1,bread
8,4,22,6,8,14,1,bread
2,10,20,11,10,21,1,bread
7,2,18,10,5,15,-1,gone
3,11,24,10,10,20,1,bread
4,9,24,10,9,19,1,bread
5,4,17,8,10,18,1,bread
7,10,17,11,10,21,1,bread
8,11,19,5,10,15,-1,gone
6,9,21,11,8,19,-1,gone
8,2,20,3,5,18,-1,gone
10,6,26,6,5,11,1,bread
8,8,27,11,3,14,1,bread
3,9,22,10,6,16,1,bread
7,5,19,10,6,16,-1,gone
9,2,24,6,2,14,1,bread
10,7,17,10,10,20,1,bread
11,7,18,5,8,13,-1,gone
2,4,26,8,7,15,1,bread
6,7,19,10,10,20,1,bread
10,4,22,10,9,19,1,bread
5,2,18,3,10,13,-1,gone
9,11,20,7,7,14,-1,gone
9,7,25,4,10,14,1,bread
8,11,19,4,8,12,-1,gone
7,10,17,10,5,15,-1,gone
4,10,17,10,10,20,1,bread
3,4,17,10,5,15,-1,gone
9,10,19,10,7,17,-1,gone
8,8,26,5,11,16,1,bread
2,10,18,8,3,11,-1,gone
10,11,25,3,4,12,1,bread
4,3,19,10,9,19,0,fight
4,6,23,4,10,14,1,bread
5,5,18,6,7,13,-1,gone
10,8,18,8,10,18,0,fight
6,10,23,3,6,14,1,bread
7,6,18,10,11,21,1,bread
11,9,20,11,4,15,-1,gone
10,10,20,9,10,19,-1,gone
11,2,21,6,10,16,-1,gone
11,6,17,4,3,17,0,fight
11,8,19,7,10,17,-1,gone
6,3,20,6,10,16,-1,gone
8,4,17,10,10,20,1,bread
2,10,23,4,5,13,1,bread
6,11,17,10,10,20,1,bread
3,2,20,11,2,13,-1,gone
10,10,20,10,3,13,-1,gone
3,10,24,10,10,20,1,bread
5,11,21,10,7,17,1,bread
10,6,26,11,7,18,1,bread
2,4,20,9,11,20,0,fight
8,7,18,2,3,11,-1,gone
10,6,21,3,2,15,-1,gone
9,9,18,4,11,15,-1,gone
7,11,18,7,9,16,-1,gone
8,10,18,11,5,16,-1,gone
2,4,16,8,9,17,1,bread
7,4,22,4,10,14,1,bread
3,10,19,8,10,18,-1,gone
2,10,25,7,4,11,1,bread
5,2,25,7,7,14,1,bread
6,9,22,7,4,11,1,bread
9,3,24,9,9,18,1,bread
9,10,19,2,9,11,-1,gone
5,4,17,4,10,14,-1,gone
6,11,17,10,5,15,-1,gone
11,6,17,10,10,20,1,bread
10,4,24,9,4,13,1,bread
8,3,25,8,4,12,1,bread
11,7,18,10,5,15,-1,gone
11,10,25,6,9,15,1,bread
7,10,17,6,6,12,-1,gone
10,9,19,4,2,14,-1,gone
10,9,19,8,10,18,-1,gone
10,10,20,10,10,20,0,fight
7,9,21,10,6,16,0,fight
8,2,21,8,10,18,0,fight
6,4,15,6,9,15,0,fight
9,5,25,5,10,15,1,bread
10,7,17,4,5,15,-1,gone
10,6,26,10,10,20,1,bread
3,5,23,10,10,20,1,bread
11,4,21,5,10,15,1,bread
10,2,25,6,10,16,1,bread
4,3,25,10,10,20,1,bread
6,7,24,4,3,20,1,bread
10,11,27,5,10,15,1,bread
4,4,19,10,4,14,-1,gone
10,6,25,9,5,14,1,bread
8,10,18,9,3,12,-1,gone
7,10,17,2,10,12,-1,gone
8,2,19,2,10,12,-1,gone
6,10,26,7,4,11,1,bread
10,10,20,6,4,10,-1,gone
3,9,23,6,10,16,1,bread
11,8,19,2,5,18,-1,gone
3,2,16,7,11,18,1,bread
8,10,18,10,3,13,-1,gone
6,10,24,6,10,16,1,bread
10,10,20,3,4,12,-1,gone
11,7,18,11,11,22,1,bread
3,6,17,2,10,12,-1,gone
5,10,25,4,5,19,1,bread
10,10,20,8,10,18,-1,gone
2,10,17,6,5,11,-1,gone
10,10,20,8,9,17,-1,gone
10,9,19,11,7,18,-1,gone
11,7,18,8,2,10,-1,gone
10,3,23,7,4,11,1,bread
9,10,19,9,7,16,-1,gone
9,9,18,10,11,21,1,bread
10,8,18,7,9,16,-1,gone
6,10,24,4,3,17,1,bread
6,10,18,10,10,20,1,bread
8,10,18,2,4,18,0,fight
3,8,23,10,9,19,1,bread
11,5,24,2,7,12,1,bread
10,9,19,10,2,12,-1,gone
8,10,18,10,3,13,-1,gone
4,10,21,3,10,13,-1,gone
10,5,23,10,8,18,1,bread
10,5,25,7,5,12,1,bread
2,7,18,11,10,21,1,bread
11,8,19,9,5,14,-1,gone
11,8,19,10,3,13,-1,gone
5,11,26,6,10,16,1,bread
2,10,21,6,10,16,1,bread
10,5,24,6,10,16,1,bread
10,11,31,10,10,20,1,bread
10,4,20,4,7,11,-1,gone
8,3,23,4,2,16,1,bread
4,6,19,3,10,13,-1,gone
3,10,18,8,3,11,-1,gone
10,10,20,2,10,12,-1,gone
4,9,23,6,3,19,1,bread
4,5,20,10,6,16,-1,gone
5,4,21,10,6,16,-1,gone
10,10,20,5,11,16,-1,gone
7,10,17,11,4,15,-1,gone
3,4,17,11,7,18,1,bread
2,10,21,9,11,20,1,bread
5,8,23,2,10,12,1,bread
11,3,17,7,4,11,-1,gone
10,10,20,8,10,18,-1,gone
8,9,17,11,6,17,0,fight
10,7,17,10,2,12,-1,gone
10,9,19,4,6,10,-1,gone
10,10,20,10,3,13,-1,gone
10,10,20,10,11,21,1,bread
9,10,19,10,4,14,-1,gone
4,10,24,11,2,13,1,bread
7,10,17,10,8,18,1,bread
9,11,20,8,10,18,-1,gone
3,10,23,10,8,18,1,bread
3,11,23,3,9,12,1,bread
10,5,18,2,2,11,-1,gone
10,4,18,11,10,21,1,bread
9,5,19,11,5,16,-1,gone
10,6,25,10,10,20,1,bread
4,10,17,3,10,13,-1,gone
10,10,20,5,10,15,-1,gone
10,10,20,10,10,20,0,fight
7,2,17,10,9,19,1,bread
11,10,30,10,7,17,1,bread
5,5,20,7,6,13,-1,gone
2,3,23,7,2,19,1,bread
8,4,25,8,10,18,1,bread
6,6,19,10,8,18,-1,gone
10,10,20,4,10,14,-1,gone
8,4,20,2,3,12,-1,gone
4,11,23,7,4,11,1,bread
10,3,23,7,3,10,1,bread
11,10,31,5,3,19,1,bread
11,10,25,6,5,11,1,bread
9,10,19,11,11,22,1,bread
9,4,21,4,3,17,1,bread
3,10,17,10,10,20,1,bread
10,10,20,10,5,15,-1,gone
10,3,23,10,8,18,1,bread
10,10,20,10,10,20,0,fight
7,10,17,10,7,17,0,fight
7,10,17,10,4,14,-1,gone
11,2,21,10,10,20,-1,gone
11,3,18,4,2,11,-1,gone
4,8,22,11,8,19,1,bread
11,2,23,10,6,16,1,bread
5,2,19,5,4,19,0,fight
7,8,25,4,10,14,1,bread
10,7,17,3,10,13,-1,gone
9,10,19,10,10,20,1,bread
3,9,20,7,10,17,-1,gone
6,10,19,4,8,12,-1,gone
10,7,17,4,10,14,-1,gone
2,4,17,10,10,20,1,bread
10,10,20,10,7,17,-1,gone
4,8,26,6,6,12,1,bread
3,9,22,11,10,21,1,bread
8,7,24,6,8,14,1,bread
10,10,20,3,11,14,-1,gone
10,2,22,2,11,13,1,bread
7,2,27,4,4,19,1,bread
3,10,25,10,8,18,1,bread
10,8,18,3,4,16,-1,gone
2,9,22,5,6,11,1,bread
6,8,17,5,10,15,-1,gone
10,10,20,11,2,13,-1,gone
9,10,19,9,6,15,-1,gone
10,3,23,2,4,13,1,bread
4,10,22,9,3,12,1,bread
3,10,17,7,9,16,-1,gone
9,5,24,10,10,20,1,bread
4,5,17,10,11,21,1,bread
10,10,20,4,2,10,-1,gone
6,10,23,2,10,12,1,bread
10,3,20,4,10,14,-1,gone
5,6,24,2,7,19,1,bread
9,4,23,10,5,15,1,bread
10,11,31,10,7,17,1,bread
10,2,22,7,8,15,1,bread
9,10,19,10,2,12,-1,gone
10,2,19,11,10,21,1,bread
2,6,26,6,10,16,1,bread
5,10,20,4,6,10,-1,gone
10,2,20,3,2,12,-1,gone
9,7,26,5,10,15,1,bread
8,8,26,2,8,10,1,bread
10,7,17,10,10,20,1,bread
9,10,19,10,2,12,-1,gone
10,6,26,8,11,19,1,bread
2,2,24,6,10,16,1,bread
10,10,20,10,4,14,-1,gone
8,11,19,2,10,12,-1,gone
7,11,18,10,10,20,1,bread
2,3,21,11,10,21,0,fight
3,7,21,6,10,16,0,fight
10,10,20,3,4,10,-1,gone
10,3,19,7,10,17,-1,gone
10,10,20,9,3,12,-1,gone
5,3,14,5,10,15,1,bread
3,3,16,10,7,17,1,bread
2,6,15,6,6,12,1,bread
10,10,20,6,3,18,-1,gone
4,11,19,11,3,14,-1,gone
4,6,20,10,10,20,0,fight
10,10,20,7,11,18,-1,gone
11,4,21,2,7,16,-1,gone
2,10,18,10,4,14,-1,gone
10,9,19,10,11,21,1,bread
4,3,17,10,2,12,-1,gone
9,5,18,9,10,19,1,bread
10,10,20,6,6,12,-1,gone
10,5,23,11,2,13,1,bread
11,4,17,10,5,15,-1,gone
3,10,23,6,10,16,1,bread
2,3,21,9,9,18,1,bread
10,11,25,3,5,11,1,bread
9,10,19,10,10,20,1,bread
10,10,20,6,5,11,-1,gone
10,10,20,4,7,11,-1,gone
5,3,24,7,2,14,1,bread
10,3,22,10,9,19,1,bread
10,10,20,6,8,14,-1,gone
7,5,16,11,10,21,1,bread
11,2,21,2,10,12,1,bread
10,6,27,7,10,17,1,bread
4,10,17,7,4,11,-1,gone
10,3,23,3,10,13,1,bread
4,10,24,10,10,20,1,bread
4,10,20,10,8,18,-1,gone
7,8,24,9,11,20,1,bread
9,9,18,10,8,18,0,fight
10,6,26,2,5,14,1,bread
5,5,16,8,11,19,1,bread
10,10,20,8,8,16,-1,gone
2,3,18,3,9,12,-1,gone
9,9,18,4,5,19,1,bread
3,8,19,10,5,15,-1,gone
10,10,20,10,10,20,0,fight
3,4,23,3,6,11,1,bread
6,9,17,10,5,15,-1,gone
10,8,18,8,9,17,-1,gone
7,5,22,6,5,11,1,bread
10,10,20,7,4,11,-1,gone
4,8,17,9,11,20,1,bread
11,10,24,10,10,20,1,bread
7,8,21,10,11,21,0,fight
10,2,21,4,9,13,0,fight
10,10,20,10,10,20,0,fight
5,4,18,10,5,15,-1,gone
10,10,20,11,11,22,1,bread
2,4,11,6,8,14,1,bread
4,4,25,6,10,16,1,bread
10,6,25,10,10,20,1,bread
3,10,18,10,11,21,1,bread
8,7,20,10,10,20,0,fight
11,8,19,9,4,13,-1,gone
7,2,20,10,8,18,-1,gone
5,10,25,2,9,11,1,bread
10,6,27,10,10,20,1,bread
6,10,21,11,11,22,1,bread
3,10,23,10,4,14,1,bread
8,2,24,10,5,15,1,bread
3,2,19,10,10,20,1,bread
3,9,23,6,5,11,1,bread
10,11,31,6,7,13,1,bread
8,6,21,3,6,12,1,bread
5,10,19,10,11,21,1,bread
10,10,20,10,8,18,-1,gone
7,10,17,6,6,12,-1,gone
5,10,21,8,11,19,-1,gone
6,3,19,3,6,20,1,bread
2,9,19,7,10,17,-1,gone
8,8,25,10,3,13,1,bread
3,6,15,8,10,18,1,bread
7,3,20,8,2,10,-1,gone
2,9,21,6,10,16,-1,gone
6,7,20,3,2,12,-1,gone
6,3,18,11,10,21,1,bread
10,11,25,11,10,21,1,bread
10,10,20,6,6,12,-1,gone
3,9,18,10,4,14,-1,gone
10,7,17,10,10,20,1,bread
2,10,21,10,10,20,1,bread
4,3,26,10,11,21,1,bread
7,10,17,10,10,20,1,bread
5,8,27,10,4,14,1,bread
3,10,22,7,10,17,1,bread
8,10,18,3,2,15,-1,gone
8,10,18,6,10,16,-1,gone
10,7,17,11,11,22,1,bread
9,6,25,2,4,16,1,bread
10,6,26,10,8,18,1,bread
10,10,20,2,7,19,-1,gone
7,8,25,5,6,11,1,bread
8,6,24,10,10,20,1,bread
4,9,23,10,4,14,1,bread
10,2,22,2,10,12,1,bread
4,2,23,6,7,13,1,bread
10,5,22,2,10,12,1,bread
8,10,18,10,2,12,-1,gone
6,2,26,6,9,15,1,bread
10,3,24,10,7,17,1,bread
11,8,19,10,7,17,-1,gone
9,2,25,6,8,14,1,bread
2,5,17,11,10,21,1,bread
10,4,18,6,8,14,-1,gone
4,2,17,10,2,12,-1,gone
5,11,26,11,10,21,1,bread
9,10,19,8,7,15,-1,gone
3,6,17,7,10,17,0,fight
10,11,31,5,5,10,1,bread
6,10,27,10,5,15,1,bread
4,10,17,10,10,20,1,bread
4,6,24,5,11,16,1,bread
10,11,26,3,8,11,1,bread
10,10,20,5,6,11,-1,gone
10,10,20,9,2,11,-1,gone
10,10,20,2,5,17,-1,gone
9,3,19,9,9,18,-1,gone
7,10,17,10,5,15,-1,gone
9,10,19,3,10,13,-1,gone
10,11,30,2,10,12,1,bread
10,10,20,5,2,17,-1,gone
9,11,20,5,10,15,-1,gone
10,2,18,10,10,20,1,bread
3,11,24,6,3,12,1,bread
2,9,23,4,10,14,1,bread
5,6,18,10,10,20,1,bread
10,10,20,10,10,20,0,fight
6,6,18,2,10,12,-1,gone
8,10,18,10,2,12,-1,gone
11,5,25,5,8,13,1,bread
7,6,22,6,10,16,1,bread
4,5,21,10,10,20,1,bread
10,5,19,6,11,17,-1,gone
8,8,26,10,5,15,1,bread
10,10,20,9,6,15,-1,gone
10,11,31,6,2,19,1,bread
5,5,21,10,9,19,1,bread
11,10,29,6,4,10,1,bread
10,11,26,10,7,17,1,bread
10,8,18,9,3,12,-1,gone
4,9,17,7,5,12,-1,gone
10,2,22,11,8,19,1,bread
6,6,20,4,4,16,-1,gone
4,6,14,10,10,20,1,bread
10,2,23,10,8,18,1,bread
10,2,22,3,7,10,1,bread
4,8,17,5,6,11,-1,gone
3,6,17,10,3,13,-1,gone
2,9,25,10,10,20,1,bread
6,4,21,10,2,12,1,bread
10,10,20,9,6,15,-1,gone
11,7,18,8,5,13,-1,gone
9,7,26,9,10,19,1,bread
10,5,25,2,3,10,1,bread
9,6,25,6,10,16,1,bread
7,10,17,3,9,12,-1,gone
4,6,26,10,3,13,1,bread
10,10,20,6,5,11,-1,gone
8,6,18,2,8,10,-1,gone
10,10,20,9,10,19,-1,gone
10,6,18,10,10,20,1,bread
11,10,31,9,9,18,1,bread
10,10,20,8,3,11,-1,gone
9,3,26,6,6,12,1,bread
10,4,21,11,6,17,1,bread
2,2,17,2,8,10,-1,gone
11,8,19,10,9,19,0,fight
10,10,20,10,10,20,0,fight
2,7,17,10,7,17,0,fight
8,7,21,5,4,13,0,fight
10,10,20,6,9,15,-1,gone
5,11,23,3,6,13,1,bread
5,11,27,10,7,17,1,bread
8,3,21,8,4,12,1,bread
8,8,19,6,7,13,-1,gone
2,6,22,5,6,11,1,bread
9,5,22,5,8,13,1,bread
10,11,26,2,10,12,1,bread
11,10,27,2,7,15,1,bread
5,10,19,7,7,14,-1,gone
9,4,19,10,10,20,1,bread
10,9,19,10,5,15,-1,gone
6,8,24,5,10,15,1,bread
4,10,24,7,4,11,1,bread
6,9,24,9,2,11,1,bread
6,11,17,10,5,15,-1,gone
6,10,27,7,7,14,1,bread
8,4,25,10,2,12,1,bread
5,11,22,10,10,20,1,bread
3,8,21,11,2,13,1,bread
2,10,23,10,7,17,1,bread
10,8,18,10,10,20,1,bread
7,10,17,11,2,13,-1,gone
10,10,20,10,10,20,0,fight
3,5,19,7,8,15,-1,gone
10,7,17,4,5,17,0,fight
8,7,20,7,6,13,-1,gone
9,11,20,10,4,14,-1,gone
3,10,23,10,9,19,1,bread
7,9,24,11,10,21,1,bread
4,11,22,4,9,13,1,bread
10,10,20,10,6,16,-1,gone
3,9,18,7,10,17,-1,gone
10,6,22,4,2,12,1,bread
9,4,21,3,4,12,1,bread
8,9,17,10,10,20,1,bread
6,9,25,8,2,10,1,bread
5,3,21,5,10,15,1,bread
2,2,16,10,10,20,1,bread
4,10,24,6,8,14,1,bread
8,5,23,5,10,15,1,bread
11,8,19,3,10,13,-1,gone
6,11,17,5,11,16,-1,gone
10,7,17,8,10,18,1,bread
5,6,15,8,10,18,1,bread
9,8,17,11,10,21,1,bread
10,8,18,6,7,13,-1,gone
11,11,28,10,3,13,1,bread
11,7,18,10,4,14,-1,gone
10,10,20,4,10,14,-1,gone
7,10,17,4,7,11,-1,gone
8,10,18,10,10,20,1,bread
10,11,31,10,4,14,1,bread
10,4,18,9,10,19,1,bread
3,10,18,6,5,11,-1,gone
5,10,18,2,9,11,-1,gone
3,10,22,10,7,17,1,bread
11,6,17,8,10,18,1,bread
8,10,18,7,10,17,-1,gone
7,6,23,9,6,15,1,bread
7,2,18,5,9,14,-1,gone
10,2,19,5,10,15,-1,gone
10,10,20,10,10,20,0,fight
4,10,17,7,10,17,0,fight
4,9,23,2,9,11,1,bread
8,8,26,5,7,12,1,bread
4,3,18,5,10,15,-1,gone
11,9,20,10,7,17,-1,gone
5,2,11,10,10,20,1,bread
5,7,22,11,4,15,1,bread
6,3,19,6,5,11,-1,gone
10,7,17,2,8,10,-1,gone
7,5,21,4,10,14,-1,gone
9,10,19,10,8,18,-1,gone
3,5,17,10,9,19,1,bread
4,11,25,8,10,18,1,bread
10,5,20,3,3,19,-1,gone
11,9,20,4,10,14,-1,gone
8,5,21,10,7,17,-1,gone
11,8,19,5,10,15,-1,gone
10,10,20,10,7,17,-1,gone
10,4,24,3,11,14,1,bread
11,3,24,10,9,19,1,bread
11,10,31,9,8,17,1,bread
7,3,21,10,10,20,1,bread
10,11,31,10,8,18,1,bread
8,10,18,7,5,12,-1,gone
10,5,23,5,11,16,1,bread
4,6,20,3,2,11,-1,gone
9,10,19,8,4,12,-1,gone
2,11,23,5,10,15,1,bread
2,10,17,8,2,10,-1,gone
10,9,19,6,2,15,-1,gone
7,5,24,10,5,15,1,bread
10,2,19,4,9,13,-1,gone
11,4,25,10,9,19,1,bread
10,9,19,5,4,12,-1,gone
4,7,21,10,8,18,-1,gone
3,9,17,11,10,21,1,bread
4,10,24,4,10,14,1,bread
6,10,27,10,9,19,1,bread
7,3,20,9,10,19,-1,gone
10,3,18,10,6,16,-1,gone
3,4,25,8,3,11,1,bread
4,3,17,10,4,14,-1,gone
9,3,23,7,3,10,1,bread
9,9,18,9,6,15,-1,gone
3,7,23,8,10,18,1,bread
3,6,16,7,10,17,1,bread
4,10,24,10,8,18,1,bread
7,3,21,9,10,19,1,bread
10,10,20,8,6,14,-1,gone
8,10,18,6,5,11,-1,gone
2,8,20,2,10,12,-1,gone
10,10,20,10,2,12,-1,gone
2,5,17,5,2,16,-1,gone
6,7,24,10,4,14,1,bread
11,10,25,5,9,14,1,bread
10,3,21,4,3,11,1,bread
7,10,17,10,2,12,-1,gone
4,10,24,6,11,17,1,bread
2,6,26,11,6,17,1,bread
6,10,18,11,7,18,0,fight
5,9,23,7,7,14,1,bread
9,11,20,7,3,10,-1,gone
3,10,18,5,6,11,-1,gone
5,10,25,6,11,17,1,bread
4,8,22,10,10,20,1,bread
7,5,20,8,2,10,-1,gone
9,6,19,6,6,12,-1,gone
2,10,22,11,10,21,1,bread
2,11,22,9,10,19,1,bread
4,6,20,8,8,16,-1,gone
10,11,29,10,6,16,1,bread
10,7,17,3,2,10,-1,gone
4,9,24,5,5,10,1,bread
9,10,19,3,5,18,-1,gone
9,10,19,5,10,15,-1,gone
3,3,18,3,10,13,-1,gone
10,11,31,7,10,17,1,bread
2,8,20,6,10,16,-1,gone
5,3,18,10,5,15,-1,gone
6,2,26,7,10,17,1,bread
11,3,24,10,8,18,1,bread
10,3,21,7,5,12,1,bread
2,5,23,10,8,18,1,bread
10,7,17,9,6,15,-1,gone
11,2,22,7,5,12,1,bread
3,4,26,9,10,19,1,bread
9,3,22,4,6,10,1,bread
10,10,20,8,5,13,-1,gone
8,8,19,3,6,17,-1,gone
9,5,23,11,6,17,1,bread
10,3,19,5,6,11,-1,gone
5,4,26,7,10,17,1,bread
6,6,18,8,2,10,-1,gone
10,10,20,10,2,12,-1,gone
10,10,20,3,11,14,-1,gone
2,2,22,6,2,12,1,bread
9,2,20,2,2,11,-1,gone
10,7,17,5,6,11,-1,gone
11,6,17,10,7,17,0,fight
10,7,17,10,3,13,-1,gone
8,6,22,11,6,17,1,bread
2,9,21,10,10,20,1,bread
8,6,18,7,7,14,-1,gone
10,10,20,10,10,20,0,fight
8,10,18,10,6,16,-1,gone
10,7,17,6,5,11,-1,gone
10,10,20,7,9,16,-1,gone
10,10,20,9,10,19,-1,gone
3,4,19,5,10,15,-1,gone
10,10,20,2,10,12,-1,gone
10,6,20,10,10,20,0,fight
6,3,19,8,8,16,-1,gone
3,11,24,7,5,12,1,bread
4,10,24,5,10,15,1,bread
4,7,22,10,2,12,1,bread
11,10,31,8,3,11,1,bread
10,11,29,7,3,10,1,bread
8,5,23,3,10,13,1,bread
4,4,17,4,3,15,-1,gone
9,10,19,11,9,20,1,bread
5,11,25,7,10,17,1,bread
9,4,24,11,10,21,1,bread
5,10,26,8,9,17,1,bread
3,11,18,4,2,15,-1,gone
10,7,17,8,10,18,1,bread
2,11,23,11,3,14,1,bread
7,11,18,4,3,12,-1,gone
10,2,22,5,10,15,1,bread
10,5,26,6,5,11,1,bread
7,10,17,3,7,10,-1,gone
5,10,18,3,6,17,-1,gone
2,2,14,9,11,20,1,bread
8,10,18,10,10,20,1,bread
2,3,18,9,6,15,-1,gone
4,9,22,6,4,10,1,bread
3,4,11,11,5,16,1,bread
10,10,20,8,10,18,-1,gone
6,4,21,10,9,19,-1,gone
5,5,17,11,10,21,1,bread
10,2,19,11,8,19,0,fight
10,2,17,10,10,20,1,bread
10,10,20,2,10,12,-1,gone
10,10,20,8,10,18,-1,gone
10,11,28,10,11,21,1,bread
